Ticker,Basic EPS (FY),Basic EPS (TTM),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY)
CTL,-4.9177,-4.932,-4.9341,8609000000,1839000000,7495000000,22401000000,-4.9177,22401000000,-5269000000
CATO,1.46,1.4595,1.4595,54626000,63089000,300944000,825335000,1.46,825335000,35897000
MAIN,2.0579,2.0643,2.0643,,61371000,234933000,234933000,2.0579,234933000,129568999.99999999
SNP,7.875,5.5909,5.5909,,7462680958.7208,34983616928.1792,399679061896.486,7.875,399679061896.486,9534364384.96264
EAT,4.0444,3.7167,3.6498,376600000,90399999.99999993,375300000,3217900000,3.9616,3217900000,154900000
BSBR,0.5571012,0.554897,0.5549,,,,23677033702.2922,0.5571,23677033702.2922,4159176384.5388694
CODI,-1.8801,-1.925,-1.925,187945000,127267000,465288000,1450253000,-1.8801,1450253000,-95176000
SBR,3.0204,3.0204,3.0204,44063900,,,46893429,3.0204,46893429,44035987
CQP,2.2459,2.2459,2.2459,2382000000,621000000,1938000000,6687000000,2.2459,6687000000,1087000000
GBDC,-0.2929,-0.056,-0.056,70005000,58751000,129607000,169063000,-0.2929,169063000,-18579000
BRX,0.9192,0.9192,0.9167,735064000,134638000,533582999.99999994,1143054000,0.9158,1143054000,274124000
SU,1.43396954,1.4011953,1.39656834,9964912280.701754,2304993252.3616734,11255831887.410833,29569307885.09736,1.43211876,29569307885.09736,2235588972.4310775
GT,-1.3348,-1.3287,-1.3313,1611000000,818000000,3574000000,14745000000,-1.3348,14745000000,-311000000
MEOH,1.17254675,1.17324079,0.94274147,495561210.7191054,17755046.01864893,728407624.2602005,3359850745.4648542,1.03435512,3359850745.4648542,89807450.30391671
STAF,-1.5722,-0.8422,-0.8422,6224000,11618000.0000013,45180000.00001311,260926000.000077,-1.5722,260926000.000077,-6501000.00000191
PLCE,4.7147,4.7706,4.7491,177187000,147449000,580417000,1870667000,4.6828,1870667000,73300000
BP,1.1954,1.2029,1.196,33516199999.999996,6835554996.03937,26729191384.9765,279549445659.24,1.1888,279549445659.24,4042665934.7051105
HAL,-1.2926,-1.286,-1.2861,2804000000,605000000,2285000000,22408000000,-1.2926,22408000000,-1131000000
BLMN,1.4698,1.4539,1.4365,433342000,111471000,473018000,4139389000,1.4544,4139389000,130573000.00000001
CADE,1.5613,1.5608,1.5596,,,,982088000,1.5601,982088000,201275000
GLPI,1.8182,1.8181,1.814,989394000,205467000,812500000,1153473000,1.8114,1153473000,390305000
NNBR,-1.1121,-1.0704,-1.0704,103485000,21477000,113966000,847451000,-1.1121,847451000,-46741000
BBAR,1.6745,2.9398,2.9398,,,,2291715499.49999,1.6745,2291715499.49999,341970451.57730204
BBGI,0.485,0.4844,0.4834,39237600,13669560,53097348,261554114.00000003,0.4842,261554114.00000003,13450224
RMCF,0.3774,0.3343,0.3218,4176750,1866086,8876351,34545447,0.3742,34545447,2238799
TCP,3.7447,3.7447,3.7447,298000000,64000000,254000000,403000000,3.7447,403000000,267000000
MPC,4,4.0131,3.9878,9995000000,2809000000,9576000000,123380000000,3.9699,123380000000,2636000000
WRI,2.4674,2.4635,2.4343,302265000,47900000,188664000,481012000,2.4243,481012000,315435000
EVA,-0.543,-0.5635,-0.5635,100521000,29124000,84609999.9999999,678093000,-0.543,678093000,-17261000
SALM,-1.0504,-1.0458,-1.0458,37661000,9773000,35376000,253898000,-1.0504,253898000,-27839000
AVH,-7.1736,-7.3138,-7.3138,464629000,-2524000.00000011,,4620000000,-7.1736,4620000000,-894000000
SCU,2.4752,2.4849,1.4921,90639000,258741000,581742000,612059000,1.5742,612059000,7054000
EVC,-0.2316,-0.2309,-0.2324,35755000,26268000,100758000,273575000,-0.2316,273575000,-19712000
NTB,3.3302,3.3277,3.2988,,,,591489000,3.3,591489000,177075000
KIM,0.8026,0.8025,0.8003,728391000,136934000,544054000,1138884000,0.8,1138884000,408006000
TX,7.9703,4.381,4.381,1816990000,408165730.99741,2536674239.52366,11856949138.0274,7.9703,11856949138.0274,1559540623.2476501
KTB,1.705,1.705,1.689,276798000,263910000.00000003,1008444000,2549683000,1.6895,2549683000,96654000
BXG,0.4682,0.4682,0.4682,165500000,144284000,567568000,740242000,0.4682,740242000,34851000
GAIN,2.4869,0.9986,0.9986,60477000,44606000,95723000,126532000,2.4869,126532000,81590000
SSSS,1.2393,1.2244,1.0916,25474500,8282135,24486813,20675064,1.1367,20675064,23953697
CLB,2.1116,1.9237,1.8973,124608000,33494000.0003483,150026000.00117102,668210000.0052199,2.0979,668210000.0052199,93664000.00073183
IRM,0.9317,0.9316,0.9295,1435410000,559729000,2218262000,4262584000,0.9294,4262584000,267377000
OEC,1.449,1.4487,1.4181,259661999.99999997,88988000.0009272,389709000.00304,1476353000.01153,1.4179,1476353000.01153,86920000.000679
BGG,-1.3124,-1.4407,-1.4407,24639000,67934000,298062000,1834339000,-1.3124,1834339000,-54659000
TGE,1.4233,1.419,1.4134,433066000,112758000,437613000,812986000,1.4161,812986000,248809000
OHI,1.5985,1.5945,1.5318,850779000,162589000,612922000,923634000,1.5357,923634000,341123000
EC,1.9016,1.7941,1.7941,9611860000,2247042037.28311,7378349010.61992,21866408595.6048,1.9016,21866408595.6048,3909302718.61026
SAN,0.4052,0.4161,0.4045,,,,89110098886.5978,0.404,89110098886.5978,7291904821.21916
XYF,0.9314,0.9279,0.8794,,56847989.74265,354395260.71102804,535076847.38948,0.8781,535076847.38948,133460834.38564803
ING,1.3767,1.3752,,,,,20490084660.3314,,20490084660.3314,5350008449.02956
DOW,-1.8384,-1.8729,-1.8755,6871000000,1387000000,5956000000,42951000000,-1.8384,42951000000,-1365000000
FCAU,2.04743907,2.04699007,2.03834683,12740369234.982922,5070330205.675582,16863309869.352285,121439852548.46674,2.03868358,121439852548.46674,3202491050.8728
CVE,1.3769038,1.3769038,1.37628687,3121650279.5450163,142664353.19066897,1638712165.0279543,15562753036.437246,1.37620976,15562753036.437246,1691922112.9747446
MBT,0.9414,0.9369,0.9356,3418130000,846609167.901654,3105547222.0912504,7358154629.526649,0.94,7358154629.526649,838287409.232723
PSXP,4.4496,4.4492,4.2766,615000000,169000000,601000000,1126000000,4.2871,1126000000,783000000
JHG,2.2122,2.2097,2.2036,655700000,444300000,1671800000,2226600000,2.2052,2226600000,415900000
BBL,3.4041,3.7318,3.7181,23236300000,,20370621327.3366,44291525226.81941,3.3956,44291525226.81941,8816701734.09591
FRG,-0.1562,0.5811,0.571,14566000,18007000,63509000,132545999.99999999,-0.1562,132545999.99999999,-2156000
BDJ,2.0492,2.0492,2.0492,384385000,,115511452,130599989.99999999,2.0492,130599989.99999999,384318011
CC,-0.3155,-0.3298,-0.357,738000000,148000000,1053000000,5526000000,-0.3155,5526000000,-52000000
UNIT,0.0448,0.0538,0.0428,827006000,127478000,524152000.00000006,1089930000,0.0448,1089930000,10033000
WHG,0.703,0.7026,0.6985,14403000,17515000,75354000,85397000,0.6984,85397000,5911000
CYD,2.5716,2.0998,2.0998,,74696080.05266601,453543860.71287096,2457793474.6205,2.5716,2457793474.6205,105072506.914086
MO,-0.6956,-0.7025,-0.7025,10787000000,3069000000,12713000000,19796000000,-0.6956,19796000000,-1300000000
RDS.A,3.9484,3.9292,3.9006,48063300000,5465200554.36599,30767840761.375797,342529079892.897,3.9161,342529079892.897,15908583309.3723
LB,-1.3267,-1.3207,-1.3317,,1793687000,4450443000,12914236000,-1.3267,12914236000,-366396000
HAFC,1.0596,1.0593,1.0579,,,,273221000,1.0584,273221000,32558000
BCRH,-3.2634,-2.6461,-2.6461,,,,33600000,-3.2634,33600000,-28600000
LYG,0.1777,0.1786,0.1773,,,,63047020440.23631,0.1761,63047020440.23631,3137042154.24
CEO,17.8342,18.8687,18.8655,20120600000,,15244844729.672401,33907254948.483,17.8308,33907254948.483,7962531639.32571
UE,0.9138,0.9138,0.8647,187271000,28188000,169177000,370209000,0.9128,370209000,109431000
BRT,1.6305,-0.5322,-0.5347,57258000,7498000,23537000,119706000,1.6084,119706000,23773000
XOM,3.3583,3.3551,3.3551,30762000000,13700000000,54922000000,255995000000,3.3583,255995000000,14340000000
CSPI,-0.0946,-0.247,-0.2498,-808000,4031000,18026000,79061000,-0.0946,79061000,-371000
BIG,6.1784,6.2041,6.1847,509118000,596610000,1979701000,5323180000,6.16,5323180000,242464000
ATAX,0.4214,0.421,0.421,58057700,19433906,71030483,78595458,0.4214,78595458,28389277
XHR,0.487,0.487,0.4858,287453000,40605000,163005000,1145577000,0.4858,1145577000,54852000
TPR,2.2232,2.0728,2.0672,1100800000,1211200000,4081500000,6027100000,2.2125,6027100000,643400000
TIGO,0.7415,0.7811,0.7811,1548000000,542000000.005646,1539000000.01202,4336000000.03387,0.7415,4336000000.03387,75000000.0005859
SRC,1.8097,1.8593,1.8507,425921000,66904000,308434000,498226000,1.8048,498226000,174351000
ITCB,0.0053,0.0062,0.6227,,,,3102923233.14998,0.0053,3102923233.14998,180639645.04609
PBI,0.0754,0.0614,0.0599,385767000,312323000,1282810000,3205053000,0.0749,3205053000,13296000
AHH,0.4066,0.4052,0.4052,92339000,13032000,51426000,256570000,0.4066,256570000,24053000
IMOS,0.2299,0.2294,0.228,,41544578.371604,127006022.271893,657913904.476076,0.2268,657913904.476076,83596689.5277819
VLO,5.8475,5.8676,5.8578,6175000000,2054000000,4807000000,108317000000,5.8475,108317000000,2415000000
BBDC,1.1595,1.1508,1.1508,85947100,12484094,59737607,71850082,1.1595,71850082,58191634
PBA,2.04989397,2.05236167,2.04565259,1741276267.592057,399460188.9338731,1537690379.7956429,5575477154.424522,2.04195103,5575477154.424522,1150568729.5160978
WDR,1.5688,1.5592,1.5592,127516000,145303000,574868000,1070549000,1.5688,1070549000,114992000
HSBC,1.4867,1.4568,1.4519,,,,94683333080.2655,1.4812,94683333080.2655,6084081693.586261
MGP,0.97,0.9692,0.9666,842297000,149525000,557447000,886677000,0.9674,886677000,90260000
RIO,4.9342,4.9394,4.8961,20076400000,,15259909142.9989,43343684816.57881,4.8981,43343684816.57881,8043158007.20018
DIN,5.9534,5.9532,5.8465,250790000,92740000,371112000,910178000,5.8479,910178000,100814000
DK,4.0077,4.0537,4.0189,655500000,164500000,741700000.000001,9298200000,3.97,9298200000,304000000
JCAP,1.1083,1.1212,1.1212,58505000,5850000,26532000,45123000,1.1083,45123000,44186000
NBR,-2.1077,-2.1072,-2.1072,804975000,52187999.9999999,237961000,3043383000,-2.1077,3043383000,-723878000
CIO,-0.1278,-0.1434,-0.1435,87888000,9397000,39822000,156270000,-0.1278,156270000,1798000
SJIU,0.8349,0.8445,0.8429,334262000,71819000,212873000,1620686000,0.8338,1620686000,76917000
UFS,1.3726,1.2874,1.281,552000000,113000000,691000000,5220000000,1.3681,5220000000,84000000
QQQX,5.39,5.39,5.39,210266000,,-8076802,-474702,5.39,-474702,210266145
NHI,3.6956,3.6938,3.6696,297240000,61231000,234676000,317290000,3.6715,317290000,160456000
BWL.A,0.5908,0.623,0.623,3702160,1232669,4164572,24418626,0.5908,24418626,3049172
TSE,2.2829,2.2596,2.2393,183500000,60000000.0006257,335600000.002628,3775800000.0295,2.2604,3775800000.0295,92000000.0007188
SHO,0.5406,0.5412,0.5412,315321000,89187000,337883000,1115167000,0.5406,1115167000,134832000
UG,1.0364,1.0364,1.0364,,2307261,7941731,13599084,1.0364,13599084,4761711
BCS,0.7301,0.744,,,,,27596785636.6489,0.7183,27596785636.6489,3139593632.20197
R,-0.475,-0.4823,-0.4917,2321220000,278900000,1370577000,8925801000,-0.475,8925801000,-24863000
ROIC,0.4238,0.4234,0.4226,184905000,30110000,121776000,279767000,0.4233,279767000,48391000
KRO,0.7522,0.7519,0.7519,198900000,79700000,386200000,1731100000,0.7522,1731100000,87100000
PRU,10.2273,10.2348,10.127,,,,64916000000,10.1071,64916000000,4140000000
OPI,0.6312,0.6304,0.6302,376173000,34304000,93473999.99999993,637107000,0.6312,637107000,30335000
CMA,7.94,7.9387,7.8538,,,,3779000000,7.8874,3779000000,1191000000
ANF,0.6109,0.6589,0.6262,,689264000,1977318000,3623073000,0.6,3623073000,39358000
ESCA,0.5038,0.5052,0.5046,13306000,10551000,40891000,180541000,0.5027,180541000,7258000
VGR,0.6377,0.6288,0.6244,253267000,137636000,602132000,1903711000,0.626,1903711000,93510000
BTI,3.186,3.1867,3.1769,14325200000,,22106005062.493202,33012297610.9266,3.1763,33012297610.9266,7276815147.53354
SIM,1.1836,0.7217,,217111000,68395165.23309441,274848317.149688,1856582399.91083,1.1836,1856582399.91083,196451854.596287
NAVI,2.5956,2.6101,2.5708,4495000000,1117000000,4724000000,5484000000,2.5622,5484000000,597000000
WYND,5.3094,5.3309,5.3135,956000000,332000000,1309000000,4037000000,5.2922,4037000000,489000000
IRT,0.5111,0.5093,0.5056,104167000,16010000,64096999.99999999,204206000,0.5076,204206000,45896000
CMRE,0.5852,0.5738,0.5738,408008000,61314000.0006391,229025000.001789,478109000.00373507,0.5852,478109000.00373507,98999000.0007734
TGP,1.5931,1.5991,1.5976,425769000,74423000,311525000,601256000,1.59,601256000,150248000
MERC,-0.147,-0.1441,-0.1508,210662000,-46541000,158230000,1624411000,-0.147,1624411000,-9639000
ILPT,0.807,0.8071,0.807,162953000,30201000,119297000,228039000,0.807,228039000,52498000
LYB,9.5864,9.5687,9.5658,5502000000,1150000000,5463000000,34750000000,9.5864,34750000000,3391000000
PMT,2.5428,2.5968,2.441,490212000,89668000,1282226000,1547830000,2.4248,1547830000,225791000
LAMR,3.7126,3.7108,3.7032,764788000,245409000,913538000,1753644000,3.7056,1753644000,372111000
DCUE,1.658,1.62,1.5678,7358000000,2701000000,9212000000,16426000000,1.6232,16426000000,1358000000
NBL,-3.1632,-3.1632,-3.1633,2293000000,58000000,420000000,4387000000,-3.1632,4387000000,-1512000000
ENB,2.03477926,2.03346829,2.02459996,8632350106.034317,2708309234.625024,11455561981.877771,38333526122.99981,2.03169462,38333526122.99981,4399460188.933873
ESBK,0.9974,0.9974,0.9988,,,,28034000,0.996,28034000,3486000
KFFB,0.0974,0.1194,0.1194,,,,13000000,0.0974,13000000,812000
DTP,6.3081,6.33,6.3032,2990000000,469000000,2081000000,12609000000,6.3081,12609000000,1167000000
RCL,8.9725,8.9695,8.9462,3299000000,721755000,3626125000,10950661000,8.9501,10950661000,1878887000
AKR,0.6233,0.597,0.597,170550000,21627000,79416000,295327000,0.6233,295327000,52632000
AVAL,0.083,0.0832,,,,,11187973068.5664,,11187973068.5664,924392996.826964
DVD,0.1506,0.1495,0.1495,9198000,7735000,13541000,45963000,0.1506,45963000,5413000
BHP,3.4041,3.7318,3.7181,23236300000,,20370621327.3366,44291525226.81941,3.3956,44291525226.81941,8816701734.09591
TRTN,4.5699,4.5654,4.5335,1248170000,176926000,746572000,1431262000,4.5387,1431262000,352687000
CIG.C,0.5437,0.5492,0.5492,1255990000,312792008.145987,1431820720.0454898,6436472163.80341,0.5437,6436472163.80341,792799038.031856
UBA,0.5785,0.554,0.5449,82335000,15816000,64797000,138602000,0.5673,138602000,37280000
NVEC,2.995,2.8931,2.8912,15461400,5200790,21256225,26472337,2.991,26472337,14507936
RCII,3.1946,3.1939,3.1037,281059000,238947000,952871000,2669852000,3.1015,2669852000,173546000
SOI,1.6883,1.6896,1.687,135448000,34761000,127101000,241687000,1.6858,241687000,50887000
COTY,-5.04,-3.6985,-3.6989,1550900000,1407900000,4998100000,8648500000,-5.04,8648500000,-3784200000
LAZ,2.6001,2.5974,2.458,527865000,736470000,2636452000,2674264000,2.4391,2674264000,286500000
CIG,0.5437,0.5492,0.5492,1255990000,312792008.145987,1431820720.0454898,6436472163.80341,0.5437,6436472163.80341,792799038.031856
PHI,2.0079,2.0071,2.0071,1522330000,577092091.015429,2171942677.39055,3267396373.59222,2.0079,3267396373.59222,434933143.38377297
BSET,-0.1874,-0.1959,-0.1967,21363000,68753000,261776000,452087000,-0.1874,452087000,-1928000
WY,-0.1019,-0.1014,-0.1017,1186000000,247000000,1142000000,6554000000,-0.1019,6554000000,-76000000
NMRK,0.5873,0.5879,0.5866,347313000,,,2305970000,0.5846,2305970000,117305000
GMRE,0.1008,0.0991,0.0991,51999000,8911000,32898000.00000001,71027000,0.1008,71027000,9234000
RUTH,1.4555,1.4569,1.4349,76138000,32483000,104360000,468026000,1.4367,468026000,42206000
BDN,0.1923,0.1893,0.1887,314347000,40810000,145336000,572330000,0.1917,572330000,33871000
VICI,1.2549,1.2682,1.2586,846330000,232116000,872066000,894798000,1.2432,894798000,545964000
GFLU,-1.10908039,-1.10908039,-1.10908039,521850780.7981492,18493927.12550607,211105455.9475612,2580953152.111047,-1.10908039,2580953152.111047,-348296124.92770386
UMPQ,1.607,1.6069,1.6047,,,,1396308000,1.6048,1396308000,354095000
FTI,-5.3911,-5.4026,-5.4047,1600200000,668700000.007675,2481400000.0040703,13436700000.022,-5.3911,13436700000.022,-2415200000.00395
HOG,2.6974,2.6766,2.6653,805699000,309004000,1693058000,5361789000,2.6846,5361789000,423635000
CAKE,2.8964,2.8969,2.8577,226240000,81018000,302096000,2482692000,2.8576,2482692000,127293000
UBS,1.20576238,1.20534931,1.16868901,,,,34916580337.12779,1.17250994,34916580337.12779,4417040289.539382
VIV,0.7507,0.7527,0.7527,4362430000,1212221834.1580799,5022785903.134259,11222032943.7538,0.7507,11222032943.7538,1267762877.76095
CNP,1.3425,1.3424,1.3351,2377000000,421000000,1544000000,12079000000,1.3342,12079000000,791000000
SM,-1.6616,-1.663,-1.6674,902549000,68839000,179394000,1589243000,-1.6616,1589243000,-187001000
LTC,2.0251,2.0251,2.0126,140350000,32457000,129333000,185689000,2.0155,185689000,80135000
TEF,0.188,0.2067,0.2067,18288900000,5163717056.51475,19059684911.8251,54196257137.8471,0.1903,54196257137.8471,962553821.373519
WBS,4.0737,4.0721,4.0584,,,,1430327000,4.0594,1430327000,380860000
CIT,5.2952,5.3026,5.2805,,,,3218600000,5.2723,3218600000,529900000
SLG,3.1046,3.0659,2.9472,843155000,110690000,558788000,1310671000,3.1046,1310671000,279606000
SELF,0.0813,0.0849,0.0849,2997980,966305,3450018,8110979,0.0812,8110979,619448
QIWI,1.2086,1.2073,1.198,250373000,133097770.97419497,337719740.907311,607932625.312557,1.1994,607932625.312557,74677914.5187684
CHNGU,-0.1611,-0.8147,-0.8215,-3475000,0,0,0,-0.1611,0,-52012000
VHI,0.1438,0.1435,0.1435,198000000,91100000,434600000,1897500000,0.1438,1897500000,49200000
AY,0.6148,0.6134,0.6134,717430000,102183000,542714000,1011452000,0.6148,1011452000,62135000
CMP,1.8122,1.812,1.812,301800000,141700000,335900000,1490500000,1.8122,1490500000,61400000
MOV,,,1.8336,59372000,100608000,374889000,700966000,1.8328,700966000,42699000
UNM,5.2463,5.2438,5.2428,,,,12012700000,5.2432,12012700000,1100300000
CM,8.53600639,8.50538732,8.48587955,,,,21581009624.529236,8.51432267,21581009624.529236,3877201658.614524
FLXS,-4.133,-3.965,-4.0035,2215000,16077000,77640000,443588000,-4.133,443588000,-32605000
PANL,0.2727,0.2728,0.2683,51123600,13680306,49972832,412197819,0.2694,412197819,11657958
VNO,16.2342,16.2354,16.2128,4117310000.000001,347902000,4004210000,5321468000,16.2131,5321468000,3147628000
EQNR,0.5544,0.5607,0.5607,19318300000,2838059633.4174004,12761115783.6066,62946099659.90881,0.5503,62946099659.90881,1844028256.95366
SNV,3.5048,3.5125,3.4738,,,,2405740000,3.466,2405740000,563780000
UVV,4.1434,3.4906,3.4802,195450000,92523000,409625000,2227153000,4.1105,2227153000,104121000
HBAN,1.287,1.2867,1.2658,,,,5473000000,1.266,5473000000,1411000000
HEES,2.432,2.4315,2.4199,476242000,108256000,454933000,1348365000,2.4203,1348365000,87211000
DHT,0.5137,0.5017,0.4545,254453000,89158000,153657000,535068000,0.51,535068000,73678000
PFS,1.7434,1.7434,1.7399,,,,435296000,1.7399,435296000,112633000
SGU,0.3452,0.6277,0.6277,113082000,144593000,464907000,1753872000,0.3452,1753872000,17542000
SWP,6.4422,6.4447,6.3498,2510400000,1192700000,4851700000,14442200000,6.3484,14442200000,955800000
CTT,-1.903,-1.9026,-1.9026,33863000,4143000,19176000,106709000,-1.903,106709000,-93321000
TFSL,0.2858,0.3048,0.3025,,,,502505000,0.2838,502505000,78715000
IFFT,4.0439,4.0439,3.997,1090220000,451714000,1917176000,5140084000,3.996,5140084000,452776000
E,0.0922,0.1066,0.099,17454400000,1417143617.56833,8364145008.284029,78214213478.3754,0.0895,78214213478.3754,165648797.16660598
ETH,0.9626,0.9695,0.9679,62073000,93338000,411485000,746684000,0.9606,746684000,25698000
CRWS,0.4973,0.6257,0.6254,10809000,5609000,21473000,76381000,0.4972,76381000,5019000
KMI,0.962,0.9623,0.9623,6292000000,1245000000,4897000000,13160000000,0.962,13160000000,2178000000
WELL,1.2054,1.2048,1.1988,2288480000,337658000,1404191000,5120798000,1.1996,5120798000,484391000
